name,description,price,reference_price,reference_unit,product_id,insert_date,category,subcategory
Ensalada brooklyn con bacon Al Punto Dia bandeja 200 g,bandeja,2.79,13.95,KILO,272836,2025-04-08,Verduras,Verduras y ensaladas preparadas
Ensalada tex-mex Freshkia bandeja 200 g,bandeja,2.89,14.45,KILO,303488,2025-04-08,Verduras,Verduras y ensaladas preparadas
Brotes de batavia verde y roja DiqueSí bolsa 100 g,bolsa,1.19,11.9,KILO,251458,2025-04-08,Verduras,Verduras y ensaladas preparadas
Tomate rallado natural La gergaleña tarrina 200 g,tarrina,1.39,6.95,KILO,278354,2025-04-08,Verduras,Verduras y ensaladas preparadas
Ensalada wrap texas Al Punto Dia bandeja 300 g,bandeja,2.99,9.97,KILO,295570,2025-04-08,Verduras,Verduras y ensaladas preparadas
Patatas a las hierbas provenzales Princesse amandine caja 450 g,caja,1.99,4.42,KILO,306971,2025-04-08,Verduras,Verduras y ensaladas preparadas
Ensalada antiox Florette bolsa 100 g,bolsa,1.55,15.5,KILO,159445,2025-04-08,Verduras,Verduras y ensaladas preparadas
Espárrago verde fino manojo aprox. 250 g,250 g,2.69,10.76,KILO,181571,2025-04-08,Verduras,Otras verduras
Apio bolsa 500 g,bolsa,1.0,2.0,KILO,21242,2025-04-08,Verduras,Otras verduras
Perejil manojo 50 g,50 g,0.99,19.8,KILO,191539,2025-04-08,Verduras,Otras verduras
Cilantro bandeja 20 g,bandeja,1.19,59.5,KILO,233088,2025-04-08,Verduras,Otras verduras
Jenjibre bio bandeja 100 g,bandeja,1.39,13.9,KILO,304779,2025-04-08,Verduras,Otras verduras
Puntas de espárrago verde bandeja 150 g,bandeja,2.5,16.67,KILO,191542,2025-04-08,Verduras,Otras verduras
Espárrago verde grueso manojo aprox. 250 g,250 g,2.79,11.16,KILO,165430,2025-04-08,Verduras,Otras verduras
Hierbabuena Sun&Vegs bolsa 70 g,bolsa,1.19,17.0,KILO,275734,2025-04-08,Verduras,Otras verduras
Albahaca bandeja 20 g,bandeja,1.0,50.0,KILO,233089,2025-04-08,Verduras,Otras verduras
Lombarda bolsa 2 Kg aprox.,bolsa,3.04,1.52,KILO,50666,2025-04-08,Verduras,Otras verduras
Fresón bandeja 500 g,bandeja,2.22,4.44,KILO,12254,2025-04-08,Frutas,Frutas de temporada
Fresón bandeja 1 Kg,bandeja,4.29,4.29,KILO,46390,2025-04-08,Frutas,Frutas de temporada
Medio melón piel de sapo unidad aprox. 1.25 Kg,unidad,2.86,2.29,KILO,265125,2025-04-08,Frutas,Frutas de temporada
Melón piel de sapo unidad aprox. 2.5 Kg,unidad,5.48,2.19,KILO,28887,2025-04-08,Frutas,Frutas de temporada
Media sandía selección unidad aprox. 2.5 Kg,unidad,6.23,2.49,KILO,302210,2025-04-08,Frutas,Frutas de temporada
Sandía selección unidad aprox. 5 Kg,unidad,11.95,2.39,KILO,302095,2025-04-08,Frutas,Frutas de temporada
Manzana golden bolsa 1 Kg,bolsa,1.99,1.99,KILO,171233,2025-04-08,Frutas,Manzanas
Manzana roja bolsa 1 Kg,bolsa,1.99,1.99,KILO,11466,2025-04-08,Frutas,Manzanas
Manzana roja selección granel 500 g aprox.,500 g,1.4,2.79,KILO,69,2025-04-08,Frutas,Manzanas
Manzana golden granel 500 g aprox.,500 g,1.2,2.39,KILO,97,2025-04-08,Frutas,Manzanas
Manzana pink lady bandeja 550 g,bandeja,1.99,3.62,KILO,159307,2025-04-08,Frutas,Manzanas
Manzana fuji bolsa 1 Kg,bolsa,2.39,2.39,KILO,54268,2025-04-08,Frutas,Manzanas
Manzana reineta granel 1 Kg aprox.,1 Kg,2.99,2.99,KILO,91,2025-04-08,Frutas,Manzanas
Banana granel 900 g aprox.,900 g,1.43,1.59,KILO,42070,2025-04-08,Frutas,Platanos
Plátano de canarias bolsa 1.2 Kg aprox.,bolsa,3.83,3.19,KILO,11468,2025-04-08,Frutas,Platanos
Plátano de Canarias El afortunado 900 g aprox.,900 g,3.59,3.99,KILO,142776,2025-04-08,Frutas,Platanos
Plátano bio bolsa 1 Kg aprox.,bolsa,3.79,3.79,KILO,170563,2025-04-08,Frutas,Platanos
Plátano macho para freír granel 1 Kg aprox.,1 Kg,2.99,2.99,KILO,53584,2025-04-08,Frutas,Platanos
Pera conferencia bandeja 1 Kg,bandeja,2.49,2.49,KILO,64505,2025-04-08,Frutas,Peras
Pera Rincón de Soto D.O.P. granel 500 g aprox.,500 g,1.5,2.99,KILO,32063,2025-04-08,Frutas,Peras
Pera ercolini bandeja 500 g,bandeja,1.99,3.98,KILO,278651,2025-04-08,Frutas,Peras
Mandarina malla 1 Kg,1 Kg,2.39,2.39,KILO,11464,2025-04-08,Frutas,Naranjas y mandarinas
Naranja especial para zumo malla 4 Kg,4 Kg,3.99,1.0,KILO,13627,2025-04-08,Frutas,Naranjas y mandarinas
Mandarina granel 500 g aprox.,500 g,1.3,2.59,KILO,84,2025-04-08,Frutas,Naranjas y mandarinas
Naranjas de mesa malla 2 Kg,2 Kg,2.99,1.5,KILO,11467,2025-04-08,Frutas,Naranjas y mandarinas
Mandarina Torres Selección malla 750 g,750 g,2.0,2.67,KILO,206952,2025-04-08,Frutas,Naranjas y mandarinas
Mandarina selección bandeja 750 g,bandeja,2.39,3.19,KILO,257839,2025-04-08,Frutas,Naranjas y mandarinas
Naranja premium malla 1.5 Kg,5 Kg,2.99,1.99,KILO,257840,2025-04-08,Frutas,Naranjas y mandarinas
Naranja selección granel 1 Kg aprox.,1 Kg,2.59,2.59,KILO,175058,2025-04-08,Frutas,Naranjas y mandarinas
Zumo de naranja recién exprimido botella 1 l,botella,4.5,4.5,LITRO,180348,2025-04-08,Frutas,Naranjas y mandarinas
Zumo de naranja recién exprimido botella 500 ml,botella,2.95,5.9,LITRO,176480,2025-04-08,Frutas,Naranjas y mandarinas
Zumo de naranja recién exprimido botella 250 ml,botella,1.75,7.0,LITRO,176479,2025-04-08,Frutas,Naranjas y mandarinas
Uva blanca sin semilla bandeja 500 g,bandeja,2.99,5.98,KILO,2672,2025-04-08,Frutas,Uvas
Uva roja sin semilla bandeja 500 g,bandeja,2.99,5.98,KILO,265910,2025-04-08,Frutas,Uvas
Limones malla 750 g,750 g,1.49,1.99,KILO,11463,2025-04-08,Frutas,Limones y pomelos
Limón selección 1 unidad,unidad,0.5,0.5,UNIDAD,302312,2025-04-08,Frutas,Limones y pomelos
Limón bio malla 500 g,500 g,1.49,2.98,KILO,32375,2025-04-08,Frutas,Limones y pomelos
Lima malla 235 g,235 g,1.0,4.26,KILO,244559,2025-04-08,Frutas,Limones y pomelos
Pomelo 500 g,500 g,1.0,2.0,KILO,190851,2025-04-08,Frutas,Limones y pomelos
Arándanos vaso 170 g,170 g,2.49,14.65,KILO,190387,2025-04-08,Frutas,Frutas del bosque
Frambuesas bandeja 125 g,bandeja,2.29,18.32,KILO,133913,2025-04-08,Frutas,Frutas del bosque
Arándanos bandeja 300 g,bandeja,4.99,16.63,KILO,285489,2025-04-08,Frutas,Frutas del bosque
Aguacate bandeja 450 g,bandeja,2.79,6.2,KILO,220373,2025-04-08,Frutas,Frutas tropicales
Kiwi bandeja 700 g,bandeja,2.79,3.99,KILO,270541,2025-04-08,Frutas,Frutas tropicales
Kiwi granel 500 g aprox.,500 g,2.0,3.99,KILO,78,2025-04-08,Frutas,Frutas tropicales
Mango bandeja 650 g,bandeja,2.79,4.29,KILO,166057,2025-04-08,Frutas,Frutas tropicales
Aguacate granel 1 Kg aprox.,1 Kg,5.49,5.49,KILO,42069,2025-04-08,Frutas,Frutas tropicales
Guacamole Al Punto Dia tarrina 200 g,tarrina,1.85,9.25,KILO,289182,2025-04-08,Frutas,Frutas tropicales
Kiwi amarillo bandeja 450 g,bandeja,2.99,6.64,KILO,307082,2025-04-08,Frutas,Frutas tropicales
Coco troceado bio bolsa 56 g,bolsa,0.99,17.68,KILO,280342,2025-04-08,Frutas,Frutas tropicales
Kiwi Zespri bandeja 500 g,bandeja,2.99,5.98,KILO,17968,2025-04-08,Frutas,Frutas tropicales
Mango 1 unidad,unidad,1.99,3.86,KILO,52465,2025-04-08,Frutas,Frutas tropicales
Piña gold premium unidad aprox. 2 Kg,unidad,3.98,1.99,KILO,190710,2025-04-08,Frutas,Frutas tropicales
Aguacate bio bandeja 400 g,bandeja,2.99,7.48,KILO,245089,2025-04-08,Frutas,Frutas tropicales
Pulpa aguacate Al Punto Dia tarrina 125 g,tarrina,1.45,11.6,KILO,289184,2025-04-08,Frutas,Frutas tropicales
Guacamole picante Paltavo tarrina 200 g,tarrina,1.85,9.25,KILO,307060,2025-04-08,Frutas,Frutas tropicales
Guacamole Al Punto Dia tarrina 400 g,tarrina,2.99,7.48,KILO,289183,2025-04-08,Frutas,Frutas tropicales
Kiwi raíces sabor del año bandeja 375 g,bandeja,2.5,6.67,KILO,190860,2025-04-08,Frutas,Frutas tropicales
Dátil medjoul bandeja 250 g,bandeja,2.99,11.96,KILO,253777,2025-04-08,Frutas,Frutas tropicales
Arándanos rojos deshidratados Naturmundo de Dia bolsa 150 g,bolsa,1.73,11.53,KILO,274779,2025-04-08,Frutas,Frutas deshidratadas
Mango deshidratado Naturmundo de Dia bolsa 90 g,bolsa,1.99,22.11,KILO,303110,2025-04-08,Frutas,Frutas deshidratadas
Dátiles sin hueso Naturmundo de Dia bolsa 250 g,bolsa,2.19,8.76,KILO,293253,2025-04-08,Frutas,Frutas deshidratadas
Ciruelas sin hueso Naturmundo de Dia bolsa 200 g,bolsa,1.71,8.55,KILO,14923,2025-04-08,Frutas,Frutas deshidratadas
Pasas sultanas sin pepitas Naturmundo de Dia bolsa 200 g,bolsa,1.48,7.4,KILO,14914,2025-04-08,Frutas,Frutas deshidratadas
Dátiles Frit ravich bandeja 500 g,bandeja,3.2,6.4,KILO,125796,2025-04-08,Frutas,Frutas deshidratadas
Leche semidesnatada Dia Láctea brik 6 x 1 l,1 l,5.28,0.88,LITRO,504P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Dia Láctea brik 6 x 1 l,1 l,5.82,0.97,LITRO,608P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada Dia Láctea brik 6 x 1 l,1 l,5.04,0.84,LITRO,607P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada sin lactosa Dia Láctea brik 6 x 1 l,1 l,5.76,0.96,LITRO,130063P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Dia Láctea brik 1 l,1 l,0.88,0.88,LITRO,504,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada sin lactosa Dia Láctea brik 6 x 1 l,1 l,5.58,0.93,LITRO,185450P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Central Lechera Asturiana brik 6 x 1 l,1 l,6.54,1.09,LITRO,17548P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada sin lactosa Dia Láctea brik 1 l,1 l,0.96,0.96,LITRO,130063,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Central Lechera Asturiana brik 6 x 1 l,1 l,7.14,1.19,LITRO,16065P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Dia Láctea brik 1 l,1 l,0.97,0.97,LITRO,608,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada Dia Láctea brik 1 l,1 l,0.84,0.84,LITRO,607,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera sin lactosa Dia Láctea brik 6 x 1 l,1 l,6.24,1.04,LITRO,225278P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada sin lactosa Dia Láctea brik 1 l,1 l,0.93,0.93,LITRO,185450,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada Central Lechera Asturiana brik 6 x 1 l,1 l,6.24,1.04,LITRO,16066P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Central Lechera Asturiana botella 6 x 2.2 l,botella,14.64,1.11,LITRO,173903P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Dia Láctea brik 3 x 200 ml,200 ml,0.89,1.48,LITRO,303496,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche fresca entera Dia Láctea botella 1 l,botella,1.12,1.12,LITRO,271329,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Dia Láctea botella 1.5 l,botella,1.56,1.04,LITRO,304738,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Central Lechera Asturiana botella 6 x 1.5 l,botella,11.64,1.29,LITRO,74720P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada calcio Dia Láctea brik 1 l,1 l,1.0,1.0,LITRO,46626,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada sin lactosa Central Lechera Asturiana brik 6 x 1 l,1 l,7.8,1.3,LITRO,148777P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Dia Láctea botella 1.5 l,botella,1.5,1.0,LITRO,304739,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Central Lechera Asturiana botella 6 x 1.5 l,botella,10.92,1.21,LITRO,5716P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera sin lactosa Dia Láctea brik 1 l,1 l,1.04,1.04,LITRO,225278,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Central Lechera Asturiana brik 1 l,1 l,1.09,1.09,LITRO,17548,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada calcio Dia Láctea brik 1 l,1 l,1.03,1.03,LITRO,34609,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche condensada Dia Láctea lata 1 Kg,lata,3.79,3.79,KILO,6006,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche condensada Dia Láctea bote 450 g,450 g,2.59,5.76,KILO,57797,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Pascual brik 6 x 1 l,1 l,7.74,1.29,LITRO,73677P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Pascual brik 6 x 1 l,1 l,8.1,1.35,LITRO,73676P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera sin lactosa Central Lechera Asturiana brik 1 l,1 l,1.34,1.34,LITRO,240523,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada omega 3 Puleva brik 1 l,1 l,1.69,1.69,LITRO,30052,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Central Lechera Asturiana brik 1 l,1 l,1.19,1.19,LITRO,16065,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche condensada La lechera lata 370 g,lata,2.69,7.27,KILO,613,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Central Lechera Asturiana botella 1.5 l,botella,1.94,1.29,LITRO,74720,2025-04-08,"Leche, huevos y mantequilla",Leche
Bebida láctea omega 3 con nueces Puleva brik 1 l,1 l,1.69,1.69,LITRO,121677,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada Pascual brik 1 l,1 l,1.25,1.25,LITRO,73678,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada sin lactosa Central Lechera Asturiana brik 6 x 1 l,1 l,7.44,1.24,LITRO,169355P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada Pascual brik 6 x 1 l,1 l,7.5,1.25,LITRO,73678P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Pascual brik 1 l,1 l,1.35,1.35,LITRO,73676,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada Central Lechera Asturiana botella 6 x 1.5 l,botella,10.56,1.17,LITRO,74722P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada Central Lechera Asturiana botella 1.5 l,botella,1.76,1.17,LITRO,74722,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Pascual brik 1 l,1 l,1.29,1.29,LITRO,73677,2025-04-08,"Leche, huevos y mantequilla",Leche
Bebida láctea crecimiento y desarrollo Puleva brik 1 l,1 l,1.59,1.59,LITRO,63050,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche en polvo Sveltesse lata 600 g,lata,8.74,14.57,KILO,616,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche condensada La lechera lata 740 g,lata,4.19,5.66,KILO,614,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Central Lechera Asturiana botella 1.5 l,botella,1.82,1.21,LITRO,5716,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada omega 3 Dia Láctea brik 1 l,1 l,1.1,1.1,LITRO,48888,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera calcio Dia Láctea brik 1 l,1 l,1.17,1.17,LITRO,46625,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche condensada La lechera bote 450 g,450 g,3.79,8.42,KILO,41309,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Lauki brik 1 l,1 l,1.1,1.1,LITRO,34578,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Celta brik 1.5 l,5 l,1.63,1.09,LITRO,31961,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada sin lactosa dinamic protein Pascual brik 1 l,1 l,1.59,1.59,LITRO,306021,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche barista Central Lechera Asturiana brik 1 l,1 l,1.49,1.49,LITRO,305942,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Pascual botella 6 x 188 ml,botella,2.59,2.23,LITRO,303350,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada fibra Central Lechera Asturiana brik 1 l,1 l,1.59,1.59,LITRO,27987,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera calcio Puleva pack 6 x 1 l,pack,9.54,1.59,LITRO,27258P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera calcio Puleva brik 1 l,1 l,1.59,1.59,LITRO,27258,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche fresca semidesnatada Dia Láctea botella 1 l,botella,1.06,1.06,LITRO,271330,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada suprema Central Lechera Asturiana brik 1 l,1 l,1.54,1.54,LITRO,250631,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera sin lactosa Central Lechera Asturiana pack 6 x 1 l,pack,8.04,1.34,LITRO,240523P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche evaporada sin lactosa Ideal brik 525 g,525 g,3.11,5.92,KILO,239520,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada calcio Puleva pack 6 x 1 l,pack,9.9,1.65,LITRO,22489P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada calcio Puleva brik 1 l,1 l,1.65,1.65,LITRO,22489,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada calcio Puleva brik 1 l,1 l,1.65,1.65,LITRO,22488,2025-04-08,"Leche, huevos y mantequilla",Leche
Bebida láctea omega 3 sin lactosa Puleva pack 6 x 1 l,pack,11.34,1.89,LITRO,222584P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Bebida láctea omega 3 sin lactosa Puleva brik 1 l,1 l,1.89,1.89,LITRO,222584,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Lauki brik 1 l,1 l,1.14,1.14,LITRO,19814,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada Lauki brik 1 l,1 l,1.05,1.05,LITRO,1917,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada de cabra Covap brik 1 l,1 l,2.17,2.17,LITRO,188442,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Central Lechera Asturiana pack 6 x 2.2 l,pack,15.9,1.2,LITRO,184889P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Central Lechera Asturiana botella 2.2 l,botella,2.65,1.2,LITRO,184889,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera Celta brik 1.5 l,5 l,1.65,1.1,LITRO,1786,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada Central Lechera Asturiana botella 2.2 l,botella,2.44,1.11,LITRO,173903,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada sin lactosa Central Lechera Asturiana brik 1 l,1 l,1.24,1.24,LITRO,169355,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche evaporada Ideal brik 525 g,525 g,2.93,5.58,KILO,163643,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada Central Lechera Asturiana brik 1 l,1 l,1.04,1.04,LITRO,16066,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada sin lactosa Central Lechera Asturiana brik 1 l,1 l,1.3,1.3,LITRO,148777,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera sin lactosa Pascual brik 6 x 1 l,1 l,9.3,1.55,LITRO,142327P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche entera sin lactosa Pascual brik 1 l,1 l,1.55,1.55,LITRO,142327,2025-04-08,"Leche, huevos y mantequilla",Leche
Bebida láctea con cereales crecimiento y desarrollo Puleva brik 1 l,1 l,1.89,1.89,LITRO,129519,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada sin lactosa Pascual brik 6 x 1 l,1 l,8.7,1.45,LITRO,119676P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada sin lactosa Pascual brik 1 l,1 l,1.45,1.45,LITRO,119676,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada sin lactosa Pascual brik 6 x 1 l,1 l,8.94,1.49,LITRO,119675P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada sin lactosa Pascual brik 1 l,1 l,1.49,1.49,LITRO,119675,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada calcio Pascual Movit brik 6 x 1 l,1 l,10.74,1.79,LITRO,112295P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche semidesnatada calcio Pascual Movit brik 1 l,1 l,1.79,1.79,LITRO,112295,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada calcio Pascual Movit brik 6 x 1 l,1 l,10.74,1.79,LITRO,104006P6,2025-04-08,"Leche, huevos y mantequilla",Leche
Leche desnatada calcio Pascual Movit brik 1 l,1 l,1.79,1.79,LITRO,104006,2025-04-08,"Leche, huevos y mantequilla",Leche
Bebida de avena con calcio Vegedia brik 1 l,1 l,0.99,0.99,LITRO,207399,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena Vegedia brik 1 l,1 l,0.95,0.95,LITRO,267682,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de almendras 0% azúcares Vegedia brik 1 l,1 l,1.3,1.3,LITRO,267684,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de soja 0% azúcares Vegedia brik 1 l,1 l,0.75,0.75,LITRO,294323,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena 0% azúcares Vegedia brik 1 l,1 l,0.8,0.8,LITRO,293332,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena barista Vegedia brik 1 l,1 l,0.99,0.99,LITRO,302799,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de soja con calcio Vegedia brik 1 l,1 l,0.79,0.79,LITRO,294324,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de almendras sin azúcar Alpro brik 1 l,1 l,2.09,2.09,LITRO,285658,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de arroz Vegedia brik 1 l,1 l,0.99,0.99,LITRO,267683,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena con cacao Vegedia brik 250 ml,250 ml,0.55,2.2,LITRO,302807,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de soja Dia Vital brik 1 l,1 l,0.99,0.99,LITRO,3027,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de almendras Alpro brik 1 l,1 l,2.09,2.09,LITRO,167442,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena Alpro brik 1 l,1 l,1.99,1.99,LITRO,163737,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de almendras sin azúcar Alpro pack 6 x 1 l,pack,12.54,2.09,LITRO,285658P6,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de centeno Vivesoy brik 1 l,1 l,1.9,1.9,LITRO,306022,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de soja ligera Alpro brik 1 l,1 l,1.99,1.99,LITRO,126349,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena Pascual Vivesoy brik 1 l,1 l,1.9,1.9,LITRO,174052,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de soja Pascual Vivesoy pack 6 x 1 l,pack,11.4,1.9,LITRO,73692P6,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena sin azúcar Alpro brik 1 l,1 l,1.99,1.99,LITRO,285659,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de almendras Alpro brik 6 x 1 l,1 l,12.54,2.09,LITRO,167442P6,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena sin azúcar Alpro pack 6 x 1 l,pack,11.94,1.99,LITRO,285659P6,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de soja Pascual Vivesoy brik 1 l,1 l,1.9,1.9,LITRO,73692,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena Yosoy brik 1 l,1 l,1.65,1.65,LITRO,270828,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de soja ligera Alpro pack 6 x 1 l,pack,11.94,1.99,LITRO,126349P6,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena Pascual Vivesoy pack 6 x 1 l,pack,11.4,1.9,LITRO,174052P6,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Bebida de avena Alpro pack 6 x 1 l,pack,11.94,1.99,LITRO,163737P6,2025-04-08,"Leche, huevos y mantequilla",Bebidas vegetales
Batido de chocolate Dia Láctea brik 6 x 200 ml,200 ml,1.45,1.21,LITRO,296458,2025-04-08,"Leche, huevos y mantequilla",Batidos y horchatas
Batido de cacao 90% Dia lactea brik 6 x 200 ml,200 ml,1.7,1.42,LITRO,115833,2025-04-08,"Leche, huevos y mantequilla",Batidos y horchatas
Horchata Dia brik 1 l,1 l,1.2,1.2,LITRO,26053,2025-04-08,"Leche, huevos y mantequilla",Batidos y horchatas
Batido de fresa Dia lactea brik 6 x 200 ml,200 ml,1.55,1.29,LITRO,134753,2025-04-08,"Leche, huevos y mantequilla",Batidos y horchatas
Batido al cacao Dia botella 1 l,botella,1.25,1.25,LITRO,1269,2025-04-08,"Leche, huevos y mantequilla",Batidos y horchatas
Batido de vainilla Dia lactea brik 6 x 200 ml,200 ml,1.55,1.29,LITRO,134754,2025-04-08,"Leche, huevos y mantequilla",Batidos y horchatas
Batido de chocolate Puleva brik 6 x 200 ml,200 ml,2.8,2.33,LITRO,81206,2025-04-08,"Leche, huevos y mantequilla",Batidos y horchatas
Batido de cacao energy Colacao botella 4 x 188 ml,botella,2.65,3.52,LITRO,295078,2025-04-08,"Leche, huevos y mantequilla",Batidos y horchatas
Bebida sabor canela y limón Dia botella 1 l,botella,1.65,1.65,LITRO,117744,2025-04-08,"Leche, huevos y mantequilla",Batidos y horchatas
