category,subcategory,subsubcategory,name,description,price,reference_price,reference_unit,date
Productos Frescos,Carnicería,Aves y Pollo,Pechuga de Pollo Entera Carrefour 1.1 kg aprox,1.1 kg,5.49,4.99,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Traseros de Pollo Carrefour 1.5 kg aprox,1.5 kg,4.03,2.69,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Traseros de Pollo Carrefour 1 kg aprox,1 kg,2.69,2.69,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Alas de pollo Carrefour 1 kg aprox,1 kg,3.59,3.59,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Jamoncitos de pollo Carrefour 600 g aprox,600 g,2.15,3.59,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Chuletas de Pavo Marinadas al Ajillo Carrefour 450 g aprox,450 g,3.04,6.75,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pechuga de pavo fileteada Carrefour 600 g aprox,600 g,5.01,8.35,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Filetes de Pechuga Marinada de Pollo Carrefour 450 g aprox,450 g,3.33,7.39,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Solomillo de pavo 750 g aprox,750 g,5.99,7.99,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pechugas de pavo marinadas al pimentón Carrefour 500 g aprox,500 g,4.84,9.69,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Jamoncitos de pollo Carrefour 850 g aprox,850 g,3.05,3.59,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Contras de pollo con piel Carrefour 800 g aprox,800 g,3.03,3.79,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Chuleta de pavo Carrefour 500 g aprox,500 g,3.39,6.79,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pechuga de pollo fileteada Carrefour 500 g aprox,500 g,3.79,7.59,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pollo entero en trozos Carrefour 2 kg aprox,2 kg,6.98,3.49,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Alas de Pollo Carrefour 1.4 kg aprox,1.4 kg,5.03,3.59,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pechuga de pollo corte extrafino Roler 320 g,320 g,4.99,4.99,ud,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Constramuslo de pavo fileteado Carrefour 600 g aprox,600 g,4.97,8.29,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Carne de pavo para estofado Carrefour 600 g aprox,600 g,4.55,7.59,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pechuga de pollo fileteada marinada a las finas hierbas Coren 400 g aprox,400 g,2.96,7.39,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pechuga de pavo fileteada Carrefour 500 g aprox,500 g,4.94,9.89,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Carcasa de pollo Carrefour 800 g aprox,800 g,0.95,1.19,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Media gallina Nutrave 700 g aprox,700 g,3.43,4.9,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Filetes de Pechuga de Pavo Marinado Carrefour El Mercado 500 g aprox,500 g,4.94,9.89,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Solomillo de Pollo Marinado al Ajillo Coren 300 g aprox,300 g,2.97,9.9,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Alas de Pollo Carrefour 500 g aprox,500 g,3.34,6.69,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Estofado de pavo adobado al ajillo Carrefour 500 g aprox,500 g,3.17,6.35,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Chuleta de Pavo Marinada Carrefour El Mercado 500 g aprox,500 g,4.19,8.39,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pollo campero limpio Círculo de Calidad 1.6 kg aprox,1.6 kg,10.7,6.69,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Jamoncito de pavo Carrefour 750 g aprox,750 g,3.44,4.59,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Codorniz suprema Círculo de Calidad 300 g aprox,300 g,3.57,11.9,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pechuga de pollo campero fileteada Círculo de Calidad 500 g aprox,500 g,7.44,14.89,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Escalope de Pollo Ecológico Carrefour Bio 220 g,220 g,3.52,15.99,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Carcasas y espinazos de pollo Carrefour El Mercado 500 g aprox,500 g,0.64,1.29,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Traseros de pollo Carrefour El Mercado 1.2 kg aprox,1.2 kg,3.23,2.69,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pechuga de pollo Carrefour El Mercado 500 g aprox,500 g,3.29,6.59,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Jamoncitos de pollo Carrefour El Mercado 1 kg aprox,1 kg,3.79,3.79,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Preparado de carne picada de pollo ecológica Carrefour Bio 320 g,320 g,6.19,19.34,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Pollo entero Carrefour El Mercado 2.5 kg aprox,2.5 kg,8.12,3.25,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Brocheta de Pollo Marinado 400 g aprox,400 g,6.45,12.9,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Patas de pollo Carreofur El Mercado 400 g aprox,400 g,1.62,4.05,kg,2025-04-13
Productos Frescos,Carnicería,Aves y Pollo,Mollejas de pollo Carrefour El Mercado 450 g aprox,450 g,2.36,5.25,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Chuletón de vacuno 600 g aprox,600 g,9.29,15.49,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Hamburguesa de añojo Círculo de Calidad 2x150 g,150 g,4.79,15.97,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Hueso de vacuno Carrefour El Mercado 250 g aprox,250 g,2.69,5.39,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Entrecot de añojo Círculo de Calidad 500 g aprox,500 g,12.2,24.4,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Filete 1ª A de tapa o Contra de añojo Círculo de Calidad 550 g aprox,550 g,11.16,20.3,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Filete 1ª A de Cadera o Babilla de Añojo Círculo de Calidad 550 g aprox,550 g,11.27,20.5,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Carpaccio de vacuno ecológico Carrefour Bio 120 g,120 g,3.85,32.08,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Trozo de vacuno para cocido Carrefour El Mercado 250 g aprox,250 g,7.19,14.39,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Filete 1ªA de Vacuno Carrefour 500 g,500 g,8.49,16.99,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Estofado de Vacuno Carrefour El Mercado 500 g aprox,500 g,7.27,14.55,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Filete 1ª A Vacuno El Mercado 500 g aprox,500 g,8.49,16.99,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Preparado de carne picada de vacuno Círculo de Calidad 400 g,400 g,5.19,12.97,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Costilla de vacuno Carrefour El Mercado 250 g aprox,250 g,7.04,14.09,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Entrecot de Vacuno Carrefour El Mercado 500 g aprox,500 g,7.74,15.49,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Filetes de Lomo Bajo de Añojo Círculo de Calidad 500 g aprox,500 g,11.4,22.8,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Carne de añojo troceada para guisar Círculo de Calidad 600 g aprox,600 g,9.63,16.05,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Medallón de Babilla de Vacuno Angus Carrefour Selection 400 g aprox,400 g,8.76,21.9,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Escalopines de Vacuno Carrefour El Mercado 400 g aprox,400 g,8.24,16.49,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Chuletón de Vacuno Carrefour El Mercado 600 g aprox,600 g,7.74,15.49,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Churrasco de Vacuno Carrefour El Mercado 500 g aprox,500 g,7.12,14.25,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Entraña de Vacuno Carrefour El Mercado 600 g aprox,600 g,8.29,16.59,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Morcillo de añojo Círculo de Calidad 550 g aprox,550 g,8.77,15.95,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Centro de Aguja de Vacuno Angus Carrefour Selection 400 g aprox,400 g,9.68,24.2,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Picaña de Vacuno Carrefour El Mercado 500 g aprox,500 g,7.24,14.49,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Chuletón de ternera especial para la piedra 600 g aprox,600 g,9.29,15.49,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Lomo de Vacuno a la Piedra Carrefour El Mercado 500 g aprox,500 g,7.74,15.49,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Carpaccio de vacuno marinado Roler 110 g,110 g,3.95,35.91,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Costilla de añojo Círculo de Calidad 450 g aprox,450 g,8.37,13.95,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Huesos blancos de cerdo Carrefour 500 g aprox,500 g,2.12,4.25,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Entrecot de vacuno de Extremadura Carrefour El Mercado 600 g aprox,600 g,13.14,21.9,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Ossobuco de añojo Círculo de Calidad 800 g aprox,800 g,7.86,14.29,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Filete tierno de Wagyu Santa Rosalia 250 g,250 g,9.89,9.89,ud,2025-04-13
Productos Frescos,Carnicería,Vacuno,Entrecot de Vacuno Angus Carrefour Selection 500 g aprox,500 g,16.45,32.9,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Estofado de añojo ecológico Carrefour Bio 500 g aprox,500 g,8.72,17.45,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Solomillo de vacuno 500 g aprox,500 g,18.3,36.6,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Centro de babilla de Wagyu Santa Rosalia 275 g,275 g,14.49,14.49,ud,2025-04-13
Productos Frescos,Carnicería,Vacuno,Filete 1ª B de Añojo Ecológico Carrefour Bio 500 g aprox,500 g,9.14,18.29,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Lomo de Vacuno Madurado Sashi 1 kg aprox,1 kg,29.9,29.9,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Solomillo Añojo de Vacuno Angus Carrefour Selection 2.3 kg aprox,3 kg,94.07,40.9,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Chuletero de Vacuno Angus Carrefour Selection 8.7 kg aprox,7 kg,247.95,28.5,kg,2025-04-13
Productos Frescos,Carnicería,Vacuno,Rabo de vacuno 1 Kg aprox,1 Kg,15.49,15.49,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Trozo de lomo de cerdo Carrefour 1 kg aprox,1 kg,5.09,5.09,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Costilla de Cerdo Semicarnuda Carrefour 700 g aprox,700 g,3.84,5.49,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Filete de cabeza de lomo de cerdo Carrefour 500 g aprox,500 g,3.34,6.69,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Jamón de cerdo troceado Carrefour 600 g aprox,600 g,3.29,5.49,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Secreto de Cerdo Carrefour 750 g aprox,750 g,2.97,5.95,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Solomillo de cerdo Carrefour 1.2 kg aprox,1.2 kg,9.58,7.98,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Chuleta de aguja de cerdo Carrefour 1 kg aprox,1 kg,5.49,5.49,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Panceta de cerdo en filetes Carrefour El Mercado 1 kg aprox,1 kg,6.79,6.79,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Filete de jamón de cerdo Carrefour 600 g aprox,600 g,3.57,5.95,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Morcilla de Burgos,,2.06,5.15,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Chuletas de lomo de cerdo Carrefour 550 g aprox,550 g,3.51,6.39,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Filetes de cinta de lomo de cerdo Carrefour 800 g aprox,800 g,5.19,6.49,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Lomo de cerdo al ajillo fileteado Carrefour 750 g aprox,750 g,5.77,7.69,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Filetes de centro de lomo de cerdo 540 g aprox,540 g,3.72,6.89,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Solomillo de cerdo Extratiernos ElPozo 750 g aprox,750 g,8.17,10.89,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Cabeza de lomo de cerdo Carrefour al vacío 1 kg aprox,1 kg,5.29,5.29,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Manos de cerdo Carrefour al vacío 500 g,500 g,3.24,6.49,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Magro de cerdo adobado El Pozo 330 g,330 g,2.39,7.24,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Osobuco cerdo Carrefour El Mercado 200 g aprox,200 g,3.25,6.5,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Costilla ibérica fresca Carrefour 900 g aprox,900 g,5.94,6.6,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Entrecot de lomo de cerdo ibérico marinado Legado Ibérico 300 g,300 g,5.99,19.97,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Tira de costilla de cerdo Carrefour El Mercado 700 g aprox,700 g,5.94,8.49,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Costilla de Cerdo Ibérico Adobada Carrefour 750 g aprox,750 g,5.14,6.85,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Lomo de cerdo Duroc en filetes Círculo de Calidad Carrefour 450 g aprox,450 g,4.9,10.89,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Secreto de cerdo Duroc Círculo de Calidad Carrefour 265 g aprox,265 g,3.95,14.89,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Solomillo de Cerdo Ibérico Carrefour 500 g aprox,500 g,9.94,19.89,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Espinazo de cerdo fresco Carrefour 350 g aprox,350 g,1.5,4.29,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Panceta de cerdo Duroc fileteada Círculo de Calidad Carrefour 330 g aprox,330 g,3.26,9.89,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Tira de costilla de cerdo adobada La Nuncia 600 g aprox,600 g,5.93,9.89,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Costillas de cerdo a las finas hierbas Carrefour 900 g aprox,900 g,8.0,8.89,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Costilla de cerdo adobada 650 g aprox,650 g,6.34,9.75,kg,2025-04-13
Productos Frescos,Carnicería,Cerdo,Filete de aguja de cerdo Duroc Círculo de Calidad Carrefour 500 g aprox,500 g,5.44,10.89,kg,2025-04-13
Productos Frescos,Carnicería,Cordero,Chuleteado de cordero mixto familiar Carrefour El Mercado 450 g aprox,450 g,9.85,21.9,kg,2025-04-13
Productos Frescos,Carnicería,Cordero,Chuletas de Cordero Palo-Riñonada 400 g,400 g,11.56,28.9,kg,2025-04-13
Productos Frescos,Carnicería,Cordero,Paletilla de cordero lechal El Mercado 550 g aprox,550 g,21.39,38.9,kg,2025-04-13
Productos Frescos,Carnicería,Cordero,Pierna de cordero lechal Carrefour El Mercado 650 g aprox,650 g,18.13,27.9,kg,2025-04-13
Productos Frescos,Carnicería,Cordero,Pierna de cordero envasada al vacío 1.3 kg aprox AC,1.3 kg,32.37,24.9,kg,2025-04-13
Productos Frescos,Carnicería,Cordero,Paletilla de cordero recental Carrefour El Mercado 950 g aprox,950 g,24.6,25.9,kg,2025-04-13
Productos Frescos,Carnicería,Conejo,Medio conejo troceado Círculo de Calidad 650 g aprox,650 g,5.75,8.85,kg,2025-04-13
Productos Frescos,Carnicería,Conejo,Conejo entero Círculo de Calidad 1.5 kg aprox,1.5 kg,12.08,8.05,kg,2025-04-13
Productos Frescos,Carnicería,Conejo,Paletilla de conejo Círculo de Calidad 500 g aprox,500 g,9.42,18.85,kg,2025-04-13
Productos Frescos,Carnicería,Conejo,Conejo troceado Círculo de Calidad 1 Kg aprox,1 Kg,9.05,9.05,ud,2025-04-13
Productos Frescos,Carnicería,Conejo,Chuletas de conejo Círculo de Calidad 500 g aprox,500 g,6.94,13.89,kg,2025-04-13
Productos Frescos,Carnicería,Conejo,Medio conejo a cuartos Círculo de Calidad 550 g aprox,550 g,4.87,8.85,kg,2025-04-13
Productos Frescos,Carnicería,Conejo,Conejo entero precortado Círculo de Calidad  1.250 Kg aprox,250 Kg,10.69,8.55,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Lomo de cerdo adobado extra en filetes Carrefour 500 g aprox,500 g,3.44,6.89,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Alas de pollo adobadas partidas Carrefour 550 g aprox,550 g,2.34,4.69,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Compango Asturiano El Chico 250 g,250 g,2.65,10.6,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Lomo de cerdo adobado Carrefour el Mercado sin gluten y sin lactosa 1 kg aprox,1 kg,6.65,6.65,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Chuleta de Sajonia 600 g aprox,600 g,5.63,9.39,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Pincho Moruno de Pollo Marinado Adobado Carrefour 310 g,310 g,3.09,9.97,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Jamoncitos de Pollo Congelado 1 kg,1 kg,3.29,3.29,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Manos de cerdo Carrefour al vacío 500 g,500 g,3.24,6.49,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Oreja de Cerdo Carrefour El Mercado 200 g aprox,200 g,1.6,7.99,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Chorizo de cerdo ibérico oreado Carrefour El Mercado 400 g aprox,400 g,4.6,11.49,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Alas de Pollo Congeladas 1 kg,1 kg,4.09,4.09,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Hígado de ternera fileteado Cárnicas Meca 550 g,550 g,5.33,9.69,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Burger picada de pavo Carrefour 400 g,400 g,4.4,11.0,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Solomillo de Pollo Marinado 450 g aprox,450 g,4.45,9.89,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Pechuga de Pollo Marinada al Ajillo en Filetes Carrefour 500 g aprox,500 g,3.59,7.19,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Lomo de cerdo adobado al horno El Pozo 330 g,330 g,3.69,11.18,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Hamburguesa de Cerdo Ibérico Carrefour El Mercado 4x90 g,90 g,3.49,9.69,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Callos a la madrileña De Nuestra Tierra 500 g,500 g,3.95,7.9,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Salchichas de pollo Carrefour 400 g,400 g,4.49,11.22,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Careta de cerdo ElPozo 350 g aprox,350 g,1.95,5.56,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Alhóndigas de Pollo y Pavo Carrefour El Mercado 414 g,414 g,3.65,8.82,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Lomo de Sajonia de Cerdo Fileteado ElPozo 350 g,350 g,3.29,9.97,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Longaniza blanca fresca de cerdo ibérico Carrefour 400 g aprox,400 g,5.28,13.2,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Magro marinado de cerdo adobado Carrefour 500 g aprox,500 g,3.97,7.95,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Cuartos de Pollo Congelado 2 kg,2 kg,5.59,2.79,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Pincho Moruno de Cerdo Adobado Carrefour El Mercado 340 g,340 g,3.59,10.56,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Magreta de cerdo adobada en filetes ElPozo 330 g,330 g,2.55,7.29,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Manteca de cerdo ibérico Carrefour 430 g,430 g,3.25,7.56,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Hamburguesa de pavo Carrefour 320 g,320 g,2.99,9.34,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Espinazo de cerdo salado Carrefour 300 g aprox,300 g,1.36,4.55,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Pincho Moruno de Cerdo Amarillo Carrefour El Mercado 340 g,340 g,3.59,10.56,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Careta de cerdo entera ElPozo 470 g aprox,470 g,2.91,6.19,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Surtido Aperitivo de Embutido Carrefour El Mercado 600 g aprox,600 g,5.31,8.85,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Brocheta de Jamón Fresco de Cerdo Emcesa 310 g,310 g,3.99,3.99,ud,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Magro marinado de cerdo amarillo Carrefour 500 g aprox,500 g,4.15,8.3,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Oreja de cerdo adobada O.Villa 500 g,500 g,3.9,7.8,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Roti de Pollo Carrefour El Mercado 2x300 g,300 g,4.99,8.32,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Alas de Pollo Adobadas Coren 400 g aprox,400 g,2.28,5.69,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Solomillo de pollo congelado Luxus 700 g,700 g,5.5,7.86,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Surtido Aperitivo Pincho Carrefour El Mercado 600 g aprox,600 g,4.19,6.99,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Longaniza de pollo Carrefour el Mercado sin gluten 500 g aprox,500 g,3.39,6.79,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Preparado salado Carrefour El Mercado 500 g aprox,500 g,2.35,4.7,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Pechuga de Pollo Marinada al estilo Andaluz Carrefour 500 g apox,500 g,4.37,8.75,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Pechuga de pavo adobada Serrano 330 g,330 g,3.09,9.36,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Torreznos de cerdo Carrefour 250 g,250 g,2.78,11.12,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Callos de ternera limpios sin pata Cárnicas Meca 500 g aprox,500 g,4.47,8.95,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Tira de costilla de cerdo adobada La Nuncia 600 g aprox,600 g,5.93,9.89,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Codillo de cerdo salmuerizado semicocido al estilo Alemán Carrefour El Mercado 1.2 kg aprox,1.2 kg,2.49,4.99,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Costilla de cerdo adobada 650 g aprox,650 g,6.34,9.75,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Salchicha fresca de pavo Carrefour 350 g,350 g,4.29,12.26,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Surtido Aperitivo de Longanizas Carrefour El Mercado 600 g aprox,600 g,5.19,8.65,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Hamburguesa de vacuno angus El Encinar de Humienta 300 g,300 g,3.99,13.3,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Albóndigas de Pavo Carrefour 375 g,375 g,4.29,11.44,kg,2025-04-13
Productos Frescos,Carnicería,Otras carnes,Tocino de lomo de cerdo Carrefour 200 g aprox,200 g,1.2,5.99,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Preparado de carne picada de cerdo Carrefour El Mercado 500 g,500 g,2.69,5.38,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Preparado de carne burguer meat vacuno y cerdo Carrefour El Mercado 500 g,500 g,3.79,7.58,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Picada de Pollo Carrefour 400 g,400 g,2.85,7.12,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Preparado de carne burguer meat de vacuno y cerdo Carrefour El Mercado 2x450 g,450 g,6.35,7.06,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Albóndigas de cerdo Carrefour el Mercado sin gluten y sin lactosa 800 g,800 g,4.25,5.31,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Preparado de carne picada de vacuno Carrefour El Mercado 2x450 g,450 g,8.09,8.99,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Preparado de carne picada de vacuno El encinar de Humienta 400 g,400 g,4.85,12.12,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Preparado de carne picada de vacuno Círculo de Calidad 400 g,400 g,5.19,12.97,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Albondigas de pollo congeladas Simon´s Food 1 Kg,1 Kg,6.25,6.25,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Carne picada de pollo de corral Coren 400 g,400 g,5.39,13.47,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Albóndigas de Añojo Círculo de Calidad 360 g,360 g,4.99,13.86,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Preparado de carne picada de pollo ecológica Carrefour Bio 320 g,320 g,6.19,19.34,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Preparado de carne picada mixta Círculo de Calidad 400 g,400 g,4.69,11.72,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Preparado de carne picada de vacuno Carrefour El Mercado 500 g,500 g,4.69,9.38,kg,2025-04-13
Productos Frescos,Carnicería,Carne Picada,Picada de vacuno ecológico Carrefour Bio 400 g,400 g,5.29,13.22,kg,2025-04-13
