category,subcategory,subsubcategory,name,description,price,reference_price,reference_unit,date
La Despensa,Desayuno,Cafés,Café India en cápsulas L'Or Espresso compatible con Nespresso 10 ud.,,4.29,0.43,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café Papua New Guinea en cápsulas L'Or Espresso compatible con Nespresso 10 ud.,,4.29,0.43,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café espresso en cápsulas Lor Sontuoso 10 ud.,,3.85,0.38,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café forza en cápsulas L'Or Espresso compatible con Nespresso 10 unidades de 5.2 g.,unidad,3.85,0.38,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café latte de caramelo Starbucks 220 ml.,220 ml,2.09,9.5,l,2025-04-14
La Despensa,Desayuno,Cafés,Café molido mezcla Carrefour Classic 250 g.,250 g,2.35,9.4,kg,2025-04-14
La Despensa,Desayuno,Cafés,Bebida de café Sport Dinamic Protein Pascual 330 ml.,330 ml,2.45,7.42,l,2025-04-14
La Despensa,Desayuno,Cafés,Café soluble natural Carrefour Classic  200 g.,200 g,3.95,19.75,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café Largo en cápsulas Marcilla compatible con Nespresso 20 unidades de 5.2 g.,unidad,6.75,0.34,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café latte descafeinado Carrefour Sensation sin gluten 250 ml.,250 ml,0.85,3.4,l,2025-04-14
La Despensa,Desayuno,Cafés,Café cappuccino Starbucks 220 ml.,220 ml,2.09,9.5,l,2025-04-14
La Despensa,Desayuno,Cafés,Café molido natural Crema e Gusto Lavazza 250 g.,250 g,4.99,19.96,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café cápsulas con leche Carrefour Extra compatible con Dolce Gusto 30 unidades de 10 g.,unidad,6.65,0.22,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café espresso intenso en cápsulas Nescafé Dolce Gusto 30 ud.,,8.89,0.3,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café ristretto en cápsulas L'Or Espresso compatible con Nespresso 40 unidades de 5.2 g.,unidad,12.95,0.32,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café intenso en cápsulas Carrefour compatible con Dolce Gusto 30 unidades de 7 g.,unidad,6.65,0.22,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café latte cappuccino Kaiku sin gluten 370 ml.,370 ml,2.69,7.27,l,2025-04-14
La Despensa,Desayuno,Cafés,Café latte light Kaiku sin gluten y sin lactosa 230 ml.,230 ml,1.88,8.17,l,2025-04-14
La Despensa,Desayuno,Cafés,Café en grano natural Carrefour Classic 500 g.,500 g,5.19,10.38,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café con leche en cápsulas Nescafé Dolce Gusto 30 ud.,,9.15,0.3,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café molido mezcla Gran Aroma Marcilla 500 g.,500 g,9.25,18.5,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café molido natural intenso Carrefour Classic 250 g.,250 g,2.19,8.76,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café soluble descafeinado Carrefour Classic 200 g.,200 g,4.25,21.25,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café molido natural Gran Aroma Marcilla 500 g.,500 g,9.25,18.5,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café molido Crema e Gusto Lavazza pack de 2 unidades de 250 g.,pack,9.65,19.3,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café molido natural descafeinado Carrefour Classic 250 g.,250 g,2.55,10.2,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café cápsulas intenso Carrefour Extra compatible con Dolce Gusto 16 unidades de 7 g.,unidad,3.29,0.21,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café latte cookies Nescafé sin gluten 205 ml.,205 ml,1.61,7.85,l,2025-04-14
La Despensa,Desayuno,Cafés,Café molido mezcla descafeinado Carrefour Classic 250 g.,250 g,2.55,10.2,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café molido mezcla Gran Aroma Marcilla 250 g.,250 g,4.79,19.16,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café molido natural Gran Aroma Marcilla 250 g.,250 g,4.79,19.16,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café con leche en cápsulas Carrefour compatible con Dolce Gusto 16 unidades de 10 g.,unidad,3.55,0.22,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café soluble mezcla descafeinado Carrefour Classic 100 g.,100 g,2.79,27.9,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café Colombia en cápsulas Carrefour Extra compratibles con Nespresso 20 ud.,,3.95,0.2,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café latte sin azúcares añadidos Kaiku sin gluten sin lactosa 230 ml.,230 ml,1.88,8.17,l,2025-04-14
La Despensa,Desayuno,Cafés,Café molido natural de Colombia Carrefour Selección 250 g.,250 g,3.49,13.96,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café cápsulas cortado Nescafé Dolce Gusto 30 ud.,,9.15,0.3,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café con leche Puleva Original sin gluten 1 l.,1 l,2.35,2.35,l,2025-04-14
La Despensa,Desayuno,Cafés,Café con leche en cápsulas Marcilla Tassimo 16 unidades de 11.5 g,16 unidades,5.89,0.37,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café en grano mezcla Carrefour 1 kg.,1 kg,10.45,10.45,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café grano descafeinado Carrefour Classic 500 g.,500 g,5.59,11.18,kg,2025-04-14
La Despensa,Desayuno,Cafés,Café monodosis natural Carrefour Sensation compatible con Senseo 32 unidades de 7 g.,unidad,2.75,0.09,ud,2025-04-14
La Despensa,Desayuno,Cafés,Café molido mezcla intenso La Estrella 250 g.,250 g,3.75,15.0,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de chocolate rellenas de crema Oreo 154 g.,154 g,1.64,10.65,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas rellenas de crema de chocolate Mega Carrefour Classic 500 g.,500 g,1.3,2.6,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de chocolate rellenas de crema Mini Oreo pack de 4 unidades de 40 g.,pack,1.95,12.19,kg,2025-04-14
La Despensa,Desayuno,Galletas,Cookies con pepitas de chocolate Carrefour Classic 225 g.,225 g,1.65,7.33,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas caramelizadas Lotus Biscoff pack de 3 unidades de 125 g.,pack,2.85,7.6,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas María dorada Carrefour Classic 800 g.,800 g,1.45,1.81,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas mini con pepitas de chocolate Chips Ahoy 160 g.,160 g,1.95,12.19,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas Safari Carrefour Classic pack de 3 unidades de 200 g.,pack,1.5,2.5,kg,2025-04-14
La Despensa,Desayuno,Galletas,Aros de chocolate blanco Carrefour Classic 128 g.,128 g,1.15,9.58,kg,2025-04-14
La Despensa,Desayuno,Galletas,Cereales arroz inflado chocolateado y chips de chocolate recubiertos de galleta Choco Flakes Cuétara 520 g.,520 g,4.09,7.87,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de chocolate rellenas de crema bañadas en chocolate blanco Oreo 246 g.,246 g,3.35,13.62,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas integrales de avena Digestive Carrefour Sensation 425 g.,425 g,1.08,2.54,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de chocolate rellenas de crema Oreo 440 g.,440 g,4.65,10.57,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de barquillo rellenas sabor nata Carrefour 210 g.,210 g,0.97,4.62,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas recubiertas de chocolate con leche Digestive Carrefour Sensation 300 g.,300 g,1.4,4.67,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de mantequilla con tabletas de chocolate Carrefour Classic 150 g.,150 g,1.4,9.33,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de cacao rellenas de crema Black&Roll Carrefour Classic 220 g.,220 g,0.86,3.91,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas chip choco Zero Gullón sin azúcar 125 g.,125 g,2.65,21.2,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de chocolate rellenas de crema Oreo 220 g.,220 g,2.65,12.05,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas caramelizadas Lotus Biscoff 250 g.,250 g,1.99,7.96,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas rellenas de crema de chocolate Mini Príncipe 160 g.,160 g,1.95,12.19,kg,2025-04-14
La Despensa,Desayuno,Galletas,Palitos de chocolate con leche Mikado Lu 75 g.,75 g,2.25,30.0,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas Digestive Carrefour Sensation 800 g.,800 g,1.57,1.96,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas avena choco Digestive Gullón 425 g.,425 g,2.55,6.0,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas Dinosaurus Artiach 411 g.,411 g,3.49,8.49,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas rellenas de crema con chocolate blanco Carrefour Classic 252 g.,252 g,1.99,7.9,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas con pepitas de chocolate Chips Ahoy 400 g.,400 g,5.89,14.72,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas relieve Carrefour Classic 735 g.,735 g,1.74,2.37,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas rellenas de crema de chocolate Príncipe 300 g.,300 g,2.25,7.5,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas con chocolate Choco Biscuits Milka 150 g.,150 g,3.59,23.93,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de barquillo rellena sabor chocolate Carrefour 210 g.,210 g,1.36,6.48,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas Tosta Rica Cuétara 760 g.,760 g,3.99,5.25,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas con canela Carrefour Original 470 g.,470 g,1.41,3.0,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas bañadas con chocolate blanco Filipinos Artiach 128 g.,128 g,1.95,15.23,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas chocolate blanco rellenas de crema Trío Carrefour Classic 235.8 g,8 g,1.6,6.78,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas horneadas Carrefour Original 500 g.,500 g,1.78,3.56,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas Tostada Carrefour Classic 180 g.,180 g,1.54,8.56,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de fibra integral Zero Gullón sin azúcar 170 g.,170 g,2.09,12.29,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galleta rellena de chocolate con leche Lotus Biscoff 150 g.,150 g,1.75,11.67,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de cereales con chocolate blanco Dinosaurus Artiach 264 g.,264 g,3.85,14.58,kg,2025-04-14
La Despensa,Desayuno,Galletas,Palitos de chocolate noir Mikado Lu 75 g.,75 g,2.25,30.0,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas maría dorada Family Biscuits 600 g.,600 g,1.27,2.12,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas finas con chocolate negro Digestive Fontaneda 170 g.,170 g,2.95,17.35,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de barquillo rellenas de crema de vainilla Zero Gullón sin azúcar 180 g.,180 g,2.09,11.61,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas cookie chocolate Nocilla 120 g.,120 g,1.99,16.58,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas María Carrefour Classic 800 g.,800 g,1.57,1.96,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas rellenas de crema Trío Carrefour Classic 235.8 g,8 g,1.9,8.05,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de mantequillas con tabletas de chocolate negro Carrefour Classic 150 g.,150 g,1.4,9.33,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas Digestive Zero Gullón sin azúcar 300 g.,300 g,2.19,7.3,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas María Gullón Zero sin azúcar 400 g.,400 g,2.65,6.62,kg,2025-04-14
La Despensa,Desayuno,Galletas,Bizcocho recubierto de frambuesa y chocolate Pims Fontaneda 150 g.,150 g,3.29,21.93,kg,2025-04-14
La Despensa,Desayuno,Galletas,Bizcochos chocolate con leche Cake&Choc Milka 175 g.,175 g,3.39,19.37,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas doradas al horno Zero Gullón sin azúcar 330 g.,330 g,3.25,9.85,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de avena y naranja Digestive Gullón 425 g.,425 g,2.15,5.06,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas mini campurrianas Cuétara 260 g.,260 g,1.2,4.0,kg,2025-04-14
La Despensa,Desayuno,Galletas,Aros de chocolate negro Carrefour 128 g.,128 g,1.15,8.98,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas María dorada Gullón pack de 3 unidades de 200 g.,pack,2.19,3.65,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas Campurrianas Cuétara 755 g.,755 g,4.19,5.24,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas de cereales con chocolate con leche Dinosaurus Artiach 255 g.,255 g,3.85,15.1,kg,2025-04-14
La Despensa,Desayuno,Galletas,Galletas Rellenas de Crema de Chocolate Príncipe pack de 3 unidades de 300 g.,pack,5.75,6.39,kg,2025-04-14
La Despensa,Desayuno,Cereales,Copos de avena integral Original Carrefour 500 g.,500 g,0.82,1.64,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales rellenos de leche Carrefour Sensation sin gluten 500 g.,500 g,2.39,4.78,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales integrales de trigo_avena y quinoa con cacao Fitness Proteína Nestlé sin azúcar añadido 310 g,310 g,4.29,13.84,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales chocos Kellogg's 420 g.,420 g,4.39,10.45,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales anillos de avena integral Cheerios Nestlé 300 g.,300 g,3.99,13.3,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales rellenos de crema de avellana Crocks Sensation Carrefour sin gluten 500 g.,500 g,2.09,4.18,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de maíz tostados y azucarados Frosties Kellogg's 450 g.,450 g,4.39,10.97,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de maíz sin azúcar añadido Corn Flakes Carrefour 500 g.,500 g,1.45,2.9,kg,2025-04-14
La Despensa,Desayuno,Cereales,Copos de cereales chocolateados  Carrefour Kids 500 g.,500 g,1.94,3.88,kg,2025-04-14
La Despensa,Desayuno,Cereales,Muesli crujiente Carrefour Sensation sin azúcar añadido 500 g.,500 g,1.99,3.98,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales integrales con chocolate Chocapic Nestlé 750 g.,750 g,4.89,6.52,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales smacks Kellogg's 400 g.,400 g,4.39,10.97,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de trigo y maíz tostados con miel Estrellitas Nestlé 450 g.,450 g,4.99,11.09,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales Special K classic Kellogg´s 700 g.,700 g,4.85,6.93,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales con chocolate Stylesse Carrefour 500 g.,500 g,2.89,5.78,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales integrales Trix 300 Nestlé g.,,3.85,12.83,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales rellenos de cacao y avellanas Carrefour sin gluten 400 g.,400 g,2.25,5.62,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de maíz Corn Flakes Kellogg's 500 g.,500 g,2.99,5.98,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales variados Mix Nestlé 190 g.,190 g,4.65,24.47,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de arroz inflado Choco Rice Carrefour Classic 500 g.,500 g,2.05,4.1,kg,2025-04-14
La Despensa,Desayuno,Cereales,Copos de maíz azucarados Carrefour Kids 500 g.,500 g,2.29,4.58,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales con chocolate negro Special K Kellog's 500 g.,500 g,5.49,10.98,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales choco krispies Kellogg's 420 g.,420 g,3.55,8.45,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales crujientes con chocolate Muesli Carrefour 750 g.,750 g,3.69,4.92,kg,2025-04-14
La Despensa,Desayuno,Cereales,Muesli crujiente Carrefour Sensation 500 g.,500 g,2.15,4.3,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de trigo integral Carrefour 500 g.,500 g,2.55,5.1,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales con chocolate belga Kellogg's All Bran 375 g.,375 g,4.09,10.91,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales integrales con chocolate Chocapic Nestlé 375 g.,375 g,3.55,9.47,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales Choco Bollz Carrefour Classic 375 g.,375 g,1.89,5.04,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales con maíz y miel Carrefour Kids 500 g.,500 g,2.09,4.18,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales crunchy 3 chocolates Carrefour 500 g.,500 g,3.05,6.1,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales integrales con chocolate y avellana Extra Kellogg's 375 g.,375 g,4.89,13.04,kg,2025-04-14
La Despensa,Desayuno,Cereales,Avena suave integral Weetabix Oatibix 500 g.,500 g,2.29,4.58,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales ecológicos Corn Flakes Carrefour Bio 500 g.,500 g,3.49,6.98,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales Rellenos de Crema de Chocolate Negro Carrefour Sensation 500 gr.,500 g,2.59,5.18,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales corn flakes Carrefour Classic sin gluten y sin azúcar añadido 375 g.,375 g,2.15,5.73,kg,2025-04-14
La Despensa,Desayuno,Cereales,Aros de avena Carrefour Classic 400 g.,400 g,1.86,4.65,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales con avena integral y chocolate Cruesli Quaker 375 g.,375 g,5.25,14.0,kg,2025-04-14
La Despensa,Desayuno,Cereales,Mix cereales sin azúcar añadido Esgir 300 g.,300 g,2.15,7.17,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de salvado de trigo ricos en fibra con vitaminas y minerales All Bran Fibre Plus Kellogg's 500 g.,500 g,4.99,9.98,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales crujientes con plátano y pepitas Carrefour 750 g.,750 g,3.79,5.05,kg,2025-04-14
La Despensa,Desayuno,Cereales,Copos de cereales con chocolate Carrefour Bio 375 g.,375 g,2.49,6.64,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de avena tostada con chocolate Extra Kellogg's 500 g.,500 g,6.19,12.38,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de trigo y maíz tostados Golden Grahams Nestlé 375 g.,375 g,4.39,11.71,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales integrales de chocolate Nesquik Nestlé 625 g.,625 g,5.39,8.62,kg,2025-04-14
La Despensa,Desayuno,Cereales,Copos de avena integral Classic Carrefour sin gluten 500 g.,500 g,2.25,4.5,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de frutas y frutos secos Fibra Carrefour 500 g.,500 g,3.45,6.9,kg,2025-04-14
La Despensa,Desayuno,Cereales,Copos de cereales con chocolate Carrefour Bio 375 g.,375 g,2.65,7.07,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales de arroz Rice Krispies Kellogg's 340 g.,340 g,5.09,14.14,kg,2025-04-14
La Despensa,Desayuno,Cereales,Cereales miel Pops Kellogg's 450 g.,450 g,4.55,11.37,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de chocolate rellenas de leche Classic Carrefour 125 g.,125 g,1.3,10.4,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con chocolate Carrefour Classic pack 6 unidades de 21 g.,pack,1.86,14.76,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereal integral sabor miel Fitness Fibra Nestlé sin azúcar añadido pack de 4 unidades de 20 g.,pack,2.65,33.12,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con chocolate con leche y coco Carrefour 6 unidades de 20.83 g,6 unidades,1.49,11.92,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de frutas con frutos secos y frambuesas Nakd sin azúcar añadido 140 g.,140 g,3.45,24.64,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de avena y miel Crunchy Nature Valley sin lactosa pack de 5 unidades de 42 g.,pack,2.95,14.05,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con chocolate con leche Corny pack de 6 unidades de 25 g.,pack,3.15,21.0,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de proteínas con cacahuetes y chocolate Nature Valley sin gluten pack de 4 unidades de 40 g.,pack,4.15,25.94,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con avellana Carrefour 125 g.,125 g,1.49,11.92,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de frutos secos Carrefour Sensation sin gluten y sin azúcar añadido pack de 4 unidades de 30 g.,pack,2.29,19.08,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de frutos secos y cacahuetes Nakd sin azúcar añadido 140 g.,140 g,3.45,24.64,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con frutos rojos Classic Carrefour pack de 6 unidades de 18 g.,pack,2.15,17.06,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de frutos secos y arándanos Nakd sin azúcar añadido 140 g.,140 g,3.35,23.93,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con chocolate negro Corny pack 6 unidades de 23 g.,pack,3.15,22.83,kg,2025-04-14
La Despensa,Desayuno,Barritas,Cereales Oreo O's Weetabix 320 g.,320 g,3.99,12.47,kg,2025-04-14
La Despensa,Desayuno,Barritas,Bizcochito con fruta y fibra All Bran Kellogg's 6 unidades de 40 g.,unidad,4.35,18.12,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de fruta y frutos secos con cacao nakd sin azúcar añadido 140 g.,140 g,3.69,26.36,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas Nutella B-ready pack de 6 unidades de 30 g.,pack,2.85,15.83,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de frutos secos y caramelo salado Nakd  sin azúcar añadido 140 g.,140 g,3.59,25.64,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereal integral con cacao Fitness Proteína Nestlé sin azúcar añadido pack de 4 unidades de 20 g.,pack,2.65,33.12,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con chocolate negro sin azúcar añadido Bicentury Sarialís sin gluten pack de 6 unidades de 14.5 g,pack de 6 unidades,3.79,37.16,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con albaricoque Carrefour 125 g.,125 g,1.49,11.92,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas sustitutivas de limón con aroma de yogur Carrefour pack de 6 unidades de 32 g.,pack,5.39,28.07,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de cereales con chocolate Fitness Nestlé pack de 6 unidades de 23.5 g,pack de 6 unidades,3.85,27.3,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales de chocolate con leche Corny sin azúcar añadido pack 6 unidades de 20 g.,pack,3.15,26.25,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales integrales con chocolate con leche belga Special K Kellogg's pack de 6 unidades de 20 g.,pack,4.05,33.75,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas sustitutivas de chocolate negro Carrefour 192 g.,192 g,6.49,33.8,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas Crunchy Variety Nature Valley sin lactosa pack de 5 unidades de 42 g.,pack,2.99,14.24,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de chocolate negro alta en proteínas Carrefour Sensation 40 g.,40 g,1.41,35.25,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de trigo y fibra de avena y trocitos de chocolate All Bran Kellogg's 6 unidades de 40 g.,unidad,3.95,16.46,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con chocolate_uvas y pasas Carrefour 6 unidades de 21 g,6 unidades,1.86,14.76,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de chocolate negro alta en proteínas Carrefour Sensation 120 g,120 g,3.45,28.75,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de proteínas con caramelo salado y frutos secos Nature Valley sin gluten 4 ud.,,4.15,25.94,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales integrales con chocolate negro Special Kellogg's 6 unidades de 21.5 g,6 unidades,4.05,31.4,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de almendra y chocolate negro 70% El Almendro sin gluten 100 g.,100 g,3.05,30.5,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con fresa ecológicas Carrefour Bio 138 g.,138 g,2.19,15.87,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de proteínas sabor chocolate intenso Just Loading pack de 3 unidades de 30 g.,pack,3.45,32.86,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales tostados con chocolate y leche Chocapic Nestlé pack de 6 unidades de 25 g.,pack,3.55,23.67,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de cacahuete bañada en chocolate Carrefour Sensation pack 5 unidade de 50 g.,pack,2.25,10.0,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de chocolate blanco y cereales Bicentury 120 g.,120 g,3.79,31.58,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de cereales con avellanas Corny pack 6 unidades de 25 g.,pack,3.15,21.0,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de chocolate y coco Classic Carrefour sin gluten pack de 3 unidades de 27 g.,pack,2.39,29.51,kg,2025-04-14
La Despensa,Desayuno,Barritas,Cereales en Barritas con Almendras y Chocolate con Leche El Almendro 100 gr.,100 g,3.39,33.9,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de almendra esfuerzo deportivo Sensation Carrefour sin aceite de palma 125 g.,125 g,2.39,19.12,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barritas de chocolate con leche y trocitos de avellana Bicentury 90 g.,90 g,3.75,41.67,kg,2025-04-14
La Despensa,Desayuno,Barritas,Barrita de proteínas sabor cacahuete Zero Prozis pack de 3 unidades de 40 g.,pack,4.65,38.75,kg,2025-04-14
La Despensa,Desayuno,Cacaos y Cereales Solubles,Chocolate a la taza en polvo Carrefour sin gluten 400 g.,400 g,1.74,4.35,kg,2025-04-14
